Month,Advertising,Price,Discount,Customers,Sales
2021-02-27,192.16,21.84,5.46,322,784.1
2021-02-28,192.57,21.8,6.49,316,781.63
2021-03-01,193.02,21.94,6.21,328,854.46
2021-03-02,203.51,22.01,6.69,322,780.8
2021-03-03,201.66,21.78,6.18,317,794.83
2021-03-04,207.02,21.59,6.51,295,792.28
2021-03-05,191.57,21.51,4.04,312,801.04
2021-03-06,199.54,21.18,5.5,333,863.03
2021-03-07,213.51,22.36,3.84,304,769.84
2021-03-08,210.68,22.08,1.89,314,796.28
2021-03-09,218.98,22.33,3.28,325,807.54
2021-03-10,207.78,21.98,2.77,294,724.29
2021-03-11,214.78,22.1,4.34,296,761.31
2021-03-12,213.12,22.23,5.51,292,727.76
2021-03-13,202.61,21.3,5.34,282,729.39
2021-03-14,201.22,22.21,6.64,297,737.15
2021-03-15,202.8,22.29,6.98,285,702.06
2021-03-16,194.28,21.47,6.67,304,785.41
2021-03-17,197.86,22.21,5.1,271,685.98
2021-03-18,192.02,21.01,5.49,286,715.49
2021-03-19,193.38,21.84,6.94,280,747.32
2021-03-20,190.39,21.85,2.77,273,671.14
2021-03-21,187.48,21.99,4.28,310,764.61
2021-03-22,182.95,21.45,2.49,274,640.09
2021-03-23,197.81,21.19,3.14,279,696.04
2021-03-24,197.91,21.57,3.36,305,782.43
2021-03-25,198.69,21.65,1.91,311,764.75
2021-03-26,190.09,22.13,5.63,306,798.01
2021-03-27,189.85,22.26,5.53,317,784.82
2021-03-28,188.2,22.22,5.04,311,781.08
2021-03-29,195.2,21.22,5.39,328,841.0
2021-03-30,197.34,22.54,8.9,323,808.66
2021-03-31,197.42,21.18,6.37,314,789.34
2021-04-01,199.39,21.71,6.53,321,811.28
2021-04-02,204.39,21.75,5.6,329,831.95
2021-04-03,199.36,22.68,2.58,310,794.19
2021-04-04,201.87,21.37,2.92,320,808.51
2021-04-05,217.17,22.05,2.67,333,802.26
2021-04-06,218.25,21.94,5.2,298,789.95
2021-04-07,215.6,22.04,2.84,310,779.89
2021-04-08,204.29,22.0,2.91,309,758.95
2021-04-09,206.28,21.95,5.31,278,692.23
2021-04-10,217.87,21.95,5.57,291,741.93
2021-04-11,209.3,22.11,6.89,284,725.53
2021-04-12,207.81,21.98,7.25,280,675.04
2021-04-13,210.98,23.34,9.48,270,659.34
2021-04-14,197.17,21.83,6.41,283,719.74
2021-04-15,201.25,22.37,5.52,289,702.81
2021-04-16,195.84,20.94,4.95,286,707.34
2021-04-17,191.89,22.46,5.47,285,714.85
2021-04-18,192.58,22.57,3.76,295,735.8
2021-04-19,184.99,21.65,2.02,278,687.53
2021-04-20,190.33,21.42,3.45,285,737.36
2021-04-21,186.0,21.63,2.97,287,726.67
2021-04-22,195.15,22.29,4.04,300,735.8
2021-04-23,194.5,21.99,7.39,298,742.25
2021-04-24,191.12,20.27,6.74,305,751.58
2021-04-25,198.56,21.82,6.07,310,778.1
2021-04-26,188.39,22.65,5.71,316,744.27
2021-04-27,187.62,21.23,4.54,294,734.36
2021-04-28,198.72,21.74,6.26,297,734.99
2021-04-29,195.73,22.56,5.53,316,782.29
2021-04-30,199.76,21.78,5.26,315,760.58
2021-05-01,193.15,21.37,5.34,337,851.62
2021-05-02,203.03,21.67,2.44,302,774.1
2021-05-03,205.72,21.32,3.05,314,765.57
2021-05-04,202.62,22.0,3.53,320,822.34
2021-05-05,205.43,22.07,3.27,311,783.32
2021-05-06,200.5,21.12,2.25,300,786.24
2021-05-07,212.95,21.41,2.08,294,745.75
2021-05-08,203.43,21.86,6.48,310,783.09
2021-05-09,212.53,22.06,7.82,312,830.49
2021-05-10,205.65,21.45,7.1,307,763.04
2021-05-11,200.42,21.76,8.17,286,719.95
2021-05-12,202.57,21.6,8.3,298,769.74
2021-05-13,205.0,21.11,6.05,282,737.24
2021-05-14,204.08,20.05,4.86,277,696.23
2021-05-15,199.78,22.18,5.12,271,707.49
2021-05-16,195.84,22.35,1.85,286,722.0
2021-05-17,189.19,21.13,4.37,280,723.05
2021-05-18,195.31,21.63,2.11,268,661.38
2021-05-19,192.08,20.98,4.4,294,714.09
2021-05-20,193.04,22.43,2.68,287,745.17
2021-05-21,192.98,21.92,5.21,281,714.47
2021-05-22,191.09,21.51,7.16,299,775.36
2021-05-23,192.43,21.44,7.18,309,783.37
2021-05-24,196.96,21.09,6.7,306,791.55
2021-05-25,187.01,21.57,8.9,288,766.5
2021-05-26,196.43,20.7,7.25,315,812.95
2021-05-27,194.09,21.02,6.96,302,765.45
2021-05-28,201.73,21.85,6.69,311,775.37
2021-05-29,194.05,20.85,4.5,331,810.2
2021-05-30,200.03,20.38,3.52,328,849.81
2021-05-31,202.84,20.62,3.49,330,833.47
2021-06-01,202.47,20.82,2.41,310,747.27
2021-06-02,202.69,21.24,2.89,333,833.11
2021-06-03,202.2,20.28,3.67,329,812.17
2021-06-04,203.87,22.01,4.9,300,741.56
2021-06-05,207.58,20.09,4.92,316,806.2
2021-06-06,210.99,20.6,4.64,297,781.51
2021-06-07,206.28,21.59,5.07,311,791.27
2021-06-08,214.32,20.72,7.38,305,796.58
2021-06-09,201.77,20.9,7.17,287,708.94
2021-06-10,206.19,21.56,5.46,274,710.78
2021-06-11,204.48,20.63,4.09,280,704.94
2021-06-12,202.49,20.91,3.12,281,705.53
2021-06-13,202.44,20.34,3.97,293,750.16
2021-06-14,196.66,19.63,4.7,294,761.66
2021-06-15,202.19,20.95,4.96,279,675.42
2021-06-16,201.48,19.82,1.58,276,694.76
2021-06-17,187.87,20.07,2.39,266,659.06
2021-06-18,191.36,20.89,6.46,270,683.45
2021-06-19,192.7,19.84,5.39,288,730.39
2021-06-20,192.37,20.17,6.24,287,732.34
2021-06-21,188.69,20.65,9.11,295,752.83
2021-06-22,191.37,19.73,5.87,328,855.93
2021-06-23,186.85,20.39,5.78,301,785.55
2021-06-24,196.86,20.11,5.6,305,785.67
2021-06-25,186.98,20.95,6.49,307,769.12
2021-06-26,194.29,21.12,4.19,318,805.61
2021-06-27,197.49,20.73,2.34,331,834.13
2021-06-28,194.11,20.52,3.39,309,788.21
2021-06-29,194.58,19.55,1.63,332,848.86
2021-06-30,199.98,20.53,4.2,321,784.56
2021-07-01,203.13,19.98,4.19,313,752.09
2021-07-02,197.99,20.59,5.64,327,831.83
2021-07-03,199.57,20.8,5.87,321,804.8
2021-07-04,208.25,20.36,5.67,310,768.37
2021-07-05,206.12,19.63,6.07,314,810.51
2021-07-06,206.69,19.69,5.57,313,779.03
2021-07-07,212.8,19.99,4.94,295,788.77
2021-07-08,214.78,19.01,4.79,306,779.83
2021-07-09,214.25,19.56,4.58,287,723.85
2021-07-10,213.17,19.91,4.7,297,767.59
2021-07-11,203.4,20.31,3.5,288,726.19
2021-07-12,206.81,19.42,3.7,276,715.05
2021-07-13,207.7,19.7,2.34,284,745.82
2021-07-14,201.48,19.3,3.08,276,700.41
2021-07-15,198.6,19.17,5.52,288,731.59
2021-07-16,199.29,19.12,5.45,263,675.85
2021-07-17,195.39,18.88,7.2,281,718.7
2021-07-18,191.01,18.91,7.19,293,751.09
2021-07-19,188.89,19.6,6.53,306,764.81
2021-07-20,186.63,19.04,6.64,286,740.28
2021-07-21,192.44,18.92,7.1,283,760.17
2021-07-22,197.04,18.97,4.91,288,767.92
2021-07-23,187.09,19.63,6.69,306,747.98
2021-07-24,181.26,18.82,5.21,301,754.42
2021-07-25,195.11,19.63,2.85,312,796.02
2021-07-26,188.84,18.98,2.48,310,758.08
2021-07-27,197.74,19.01,2.36,312,758.78
2021-07-28,207.89,19.41,3.11,314,818.14
2021-07-29,204.21,19.57,4.86,315,800.15
2021-07-30,204.62,18.65,6.85,323,823.14
2021-07-31,200.55,18.95,5.29,308,786.74
2021-08-01,201.24,19.08,6.65,294,723.43
2021-08-02,197.94,19.38,8.09,320,806.32
2021-08-03,206.84,18.99,8.27,296,748.21
2021-08-04,208.82,18.28,6.1,295,755.45
2021-08-05,209.56,19.38,6.74,301,780.14
2021-08-06,198.85,19.39,4.34,317,817.09
2021-08-07,216.81,19.42,3.47,293,732.46
2021-08-08,208.48,18.47,2.2,297,770.86
2021-08-09,204.81,17.66,1.57,297,761.02
2021-08-10,210.77,19.15,3.27,290,746.81
2021-08-11,198.96,18.02,2.58,272,714.22
2021-08-12,201.85,18.25,3.25,284,681.69
2021-08-13,204.03,18.85,4.55,259,641.98
2021-08-14,201.8,18.37,6.49,263,666.85
2021-08-15,196.9,18.57,6.95,290,752.13
2021-08-16,194.68,19.78,6.33,281,737.76
2021-08-17,197.0,19.08,5.34,287,702.63
2021-08-18,200.69,18.01,5.12,285,752.83
2021-08-19,185.89,18.61,6.33,280,715.77
2021-08-20,189.07,17.94,4.94,297,753.84
2021-08-21,191.16,18.29,4.69,290,740.28
2021-08-22,182.1,17.73,3.04,312,752.51
2021-08-23,187.56,18.67,3.32,280,692.19
2021-08-24,188.52,17.99,4.8,306,738.58
2021-08-25,194.32,19.08,2.17,329,814.9
2021-08-26,197.39,18.36,3.31,327,854.75
2021-08-27,184.59,18.46,4.4,318,742.64
2021-08-28,197.1,18.18,6.26,304,788.43
2021-08-29,193.72,18.45,4.99,315,806.32
2021-08-30,206.44,19.04,6.16,325,832.83
2021-08-31,214.53,18.43,8.12,315,827.26
2021-09-01,199.33,18.68,8.83,332,882.13
2021-09-02,208.48,18.44,6.8,329,852.26
2021-09-03,206.45,19.25,3.73,313,817.69
2021-09-04,207.11,18.04,4.16,327,841.14
2021-09-05,212.82,17.56,2.55,307,788.2
2021-09-06,210.16,17.48,0.99,297,734.77
2021-09-07,198.04,18.83,3.6,289,742.18
2021-09-08,217.47,18.12,3.72,270,720.36
2021-09-09,210.84,18.58,4.76,289,746.43
2021-09-10,206.69,17.39,5.77,289,736.52
2021-09-11,211.72,17.94,6.15,273,693.13
2021-09-12,203.19,18.12,6.87,282,750.71
2021-09-13,206.83,18.0,5.51,293,781.81
2021-09-14,191.67,17.22,5.68,266,721.47
2021-09-15,198.23,18.42,6.74,274,679.66
2021-09-16,191.78,17.76,6.19,286,749.26
2021-09-17,182.39,17.94,6.31,271,724.71
2021-09-18,189.89,17.5,4.38,291,745.21
2021-09-19,187.25,17.73,6.27,284,715.31
2021-09-20,196.26,18.97,3.05,297,759.59
2021-09-21,187.09,18.28,4.18,317,790.36
2021-09-22,194.57,17.79,3.35,320,805.91
2021-09-23,191.14,18.28,1.72,328,821.24
2021-09-24,192.89,17.84,3.87,320,780.51
2021-09-25,191.4,18.24,5.27,322,819.6
2021-09-26,200.33,18.16,5.47,312,795.67
2021-09-27,191.04,18.01,7.04,336,848.1
2021-09-28,198.99,18.39,7.7,323,806.52
2021-09-29,206.6,16.51,5.28,330,883.49
2021-09-30,209.27,18.0,4.95,310,822.37
2021-10-01,199.28,18.2,5.03,328,817.41
2021-10-02,212.1,18.8,1.94,311,794.11
2021-10-03,216.46,17.5,2.58,301,770.76
2021-10-04,206.47,17.16,1.45,302,758.73
2021-10-05,207.12,17.34,3.75,302,758.07
2021-10-06,210.82,18.28,5.36,300,772.49
2021-10-07,198.04,18.38,4.11,303,769.15
2021-10-08,216.74,17.9,4.29,275,733.9
2021-10-09,208.47,18.02,5.92,294,774.34
2021-10-10,212.61,17.64,6.99,270,733.26
2021-10-11,208.2,16.53,8.34,278,736.65
2021-10-12,204.09,17.29,7.29,284,726.91
2021-10-13,199.72,18.12,5.75,288,772.06
2021-10-14,196.35,17.22,5.04,282,744.19
2021-10-15,190.06,18.64,5.88,303,804.57
2021-10-16,192.55,18.45,3.33,277,724.56
2021-10-17,189.07,18.05,3.33,280,703.6
2021-10-18,196.71,17.91,2.44,292,753.62
2021-10-19,195.95,18.49,2.39,300,778.55
2021-10-20,199.18,18.5,3.62,293,738.8
2021-10-21,191.5,17.83,4.82,307,794.34
2021-10-22,196.99,18.16,4.9,305,808.9
2021-10-23,190.0,18.57,6.26,309,775.24
2021-10-24,192.02,18.63,6.71,309,752.0
2021-10-25,188.29,18.77,7.85,317,849.2
2021-10-26,195.11,18.23,7.89,304,778.87
2021-10-27,199.41,18.18,6.99,339,875.19
2021-10-28,200.79,19.29,5.36,312,779.49
2021-10-29,202.79,18.85,3.24,331,847.96
2021-10-30,207.44,17.71,3.35,322,854.02
2021-10-31,204.71,18.44,3.31,310,801.86
2021-11-01,209.25,18.71,3.18,314,819.14
2021-11-02,208.86,18.97,3.39,312,813.24
2021-11-03,217.47,18.02,3.96,315,822.58
2021-11-04,211.1,18.17,3.38,307,769.52
2021-11-05,219.34,17.52,3.89,317,844.35
2021-11-06,213.0,18.43,6.56,287,754.23
2021-11-07,208.58,18.07,6.65,276,716.4
2021-11-08,210.42,19.4,6.63,310,822.02
2021-11-09,197.48,18.95,7.54,299,736.96
2021-11-10,204.94,18.79,6.67,281,733.66
2021-11-11,195.72,19.07,3.42,276,683.66
2021-11-12,202.97,18.02,5.48,290,765.51
2021-11-13,201.24,17.61,5.51,273,698.36
2021-11-14,194.57,18.45,3.16,282,680.78
2021-11-15,197.07,18.64,2.43,287,728.53
2021-11-16,193.79,18.74,3.66,291,775.59
2021-11-17,192.19,18.69,3.21,271,706.89
2021-11-18,194.15,17.93,3.21,309,819.87
2021-11-19,194.76,17.98,4.71,310,768.43
2021-11-20,189.85,18.62,6.6,299,755.02
2021-11-21,189.55,18.6,8.16,310,782.51
2021-11-22,190.85,18.99,7.11,305,801.04
2021-11-23,184.12,18.75,7.14,310,778.19
2021-11-24,192.63,19.54,4.97,314,780.4
2021-11-25,188.08,19.89,5.45,311,798.21
2021-11-26,189.12,18.83,5.75,315,787.86
2021-11-27,201.06,19.41,2.94,310,832.92
2021-11-28,210.64,19.25,3.49,323,808.86
2021-11-29,209.24,17.93,4.23,323,839.79
2021-11-30,199.87,18.99,4.27,328,839.64
2021-12-01,212.24,19.31,3.2,310,843.01
2021-12-02,211.69,18.6,4.1,315,818.83
2021-12-03,210.12,19.0,3.43,303,807.06
2021-12-04,204.1,18.69,6.47,304,802.64
2021-12-05,218.4,19.54,7.3,305,781.38
2021-12-06,211.02,19.31,5.18,293,722.96
2021-12-07,208.32,18.52,5.73,297,766.37
2021-12-08,211.13,19.43,5.17,297,758.9
2021-12-09,201.47,19.16,5.49,274,725.65
2021-12-10,205.45,19.94,4.39,279,702.93
2021-12-11,201.96,18.8,4.67,296,765.56
2021-12-12,198.81,18.47,2.95,257,673.99
2021-12-13,195.91,19.08,2.16,290,733.97
2021-12-14,196.51,18.21,3.38,297,766.98
2021-12-15,185.42,19.61,3.92,289,741.16
2021-12-16,198.45,19.34,3.6,292,731.07
2021-12-17,191.75,18.62,4.94,280,722.31
2021-12-18,188.71,19.37,4.73,291,752.62
2021-12-19,186.7,19.08,7.59,310,843.68
2021-12-20,189.76,20.47,6.93,312,793.28
2021-12-21,192.82,19.19,7.14,321,800.81
2021-12-22,188.2,19.67,7.74,307,800.95
2021-12-23,188.0,19.26,5.19,311,769.32
2021-12-24,195.43,19.91,3.43,326,828.07
2021-12-25,196.94,20.07,4.83,328,879.5
2021-12-26,191.56,20.12,4.22,302,756.32
2021-12-27,203.6,21.02,3.5,332,846.75
2021-12-28,195.91,19.58,3.42,326,824.95
2021-12-29,213.76,19.56,2.62,318,820.63
2021-12-30,201.61,19.61,5.62,333,821.69
2021-12-31,207.88,19.44,6.29,308,800.2
2022-01-01,205.76,19.69,6.65,345,872.64
2022-01-02,214.5,19.14,5.59,315,822.28
2022-01-03,209.59,20.59,7.6,306,821.3
2022-01-04,201.06,20.56,6.57,290,740.58
2022-01-05,215.72,20.54,7.21,308,778.67
2022-01-06,212.27,20.47,5.35,287,735.02
2022-01-07,204.43,19.21,5.73,282,762.79
2022-01-08,209.3,20.32,5.13,282,764.88
2022-01-09,202.69,20.88,3.42,298,759.42
2022-01-10,194.61,20.21,3.57,293,746.27
2022-01-11,201.54,21.14,4.31,310,816.39
2022-01-12,202.72,19.52,5.95,280,769.22
2022-01-13,191.4,20.96,3.56,271,696.7
2022-01-14,197.03,19.8,5.94,299,762.41
2022-01-15,190.38,19.86,4.69,273,685.89
2022-01-16,187.3,20.72,7.48,291,759.26
2022-01-17,181.03,19.67,6.61,284,743.09
2022-01-18,194.46,21.59,4.08,284,682.94
2022-01-19,192.64,20.59,7.31,291,743.49
2022-01-20,191.81,20.83,5.88,314,790.97
2022-01-21,184.35,21.36,3.72,294,743.31
2022-01-22,187.8,21.1,5.29,311,793.43
2022-01-23,199.03,20.86,2.51,316,787.26
2022-01-24,198.1,20.98,1.77,326,822.31
2022-01-25,198.67,20.18,3.69,302,771.8
2022-01-26,203.88,20.03,5.08,320,804.85
2022-01-27,202.58,20.82,5.09,305,769.16
2022-01-28,198.47,21.61,5.18,315,823.14
2022-01-29,199.1,21.16,5.13,311,776.9
2022-01-30,206.47,20.53,6.76,329,854.94
2022-01-31,213.46,20.42,6.84,325,827.28
2022-02-01,209.05,21.57,7.35,304,775.78
2022-02-02,216.63,21.01,7.36,302,766.49
2022-02-03,208.96,21.43,8.31,297,735.74
2022-02-04,203.06,20.8,5.55,286,748.2
2022-02-05,200.33,20.4,3.97,274,700.85
2022-02-06,211.99,21.18,3.72,297,747.57
2022-02-07,199.06,21.49,4.93,275,715.68
2022-02-08,192.2,21.0,2.48,291,717.74
2022-02-09,195.57,20.76,2.49,276,700.75
2022-02-10,203.47,21.12,3.96,270,683.96
2022-02-11,196.89,21.1,6.21,274,692.15
2022-02-12,198.02,21.82,7.19,276,707.56
2022-02-13,201.52,21.33,8.13,289,717.41
2022-02-14,191.75,22.22,5.1,298,756.06
2022-02-15,182.33,21.54,6.61,279,675.38
2022-02-16,185.72,21.14,6.15,314,809.68
2022-02-17,191.27,20.91,7.26,308,792.12
2022-02-18,191.36,20.51,4.47,299,756.21
2022-02-19,183.52,21.8,4.77,301,751.2
2022-02-20,186.47,22.5,3.45,318,801.62
2022-02-21,187.69,22.11,2.57,314,808.15
2022-02-22,194.21,21.55,3.87,306,770.24
2022-02-23,195.99,21.04,4.08,305,791.05
2022-02-24,192.13,22.01,5.25,308,792.1
2022-02-25,196.28,22.32,5.61,311,770.12
2022-02-26,199.84,21.72,5.78,308,789.53
2022-02-27,197.75,22.32,6.36,315,801.42
2022-02-28,208.08,21.54,7.02,322,817.24
2022-03-01,206.24,21.26,5.79,318,838.26
2022-03-02,197.8,21.83,6.83,305,765.69
2022-03-03,212.44,22.14,6.74,309,786.45
2022-03-04,212.05,21.08,4.57,304,725.03
2022-03-05,210.07,22.19,5.86,301,750.74
2022-03-06,203.55,21.27,4.57,273,702.49
2022-03-07,212.6,21.86,4.3,288,745.47
2022-03-08,207.03,21.68,2.52,271,716.16
2022-03-09,196.01,22.39,4.78,295,763.31
2022-03-10,203.8,21.2,4.88,278,669.87
2022-03-11,203.98,22.02,4.98,294,765.91
2022-03-12,210.92,22.18,6.55,289,722.74
2022-03-13,201.27,22.04,5.19,280,748.87
2022-03-14,197.71,21.77,7.82,272,666.65
2022-03-15,192.27,21.37,5.96,302,792.96
2022-03-16,191.44,21.82,8.91,292,744.68
2022-03-17,185.07,21.77,5.52,282,709.65
2022-03-18,203.27,21.98,4.36,302,767.39
2022-03-19,187.98,23.21,3.76,300,743.93
2022-03-20,200.22,21.24,3.19,309,768.95
2022-03-21,190.69,21.64,3.76,330,787.69
2022-03-22,195.05,22.63,2.48,316,728.34
2022-03-23,193.35,22.83,2.1,301,718.78
2022-03-24,190.72,23.03,4.59,312,757.74
2022-03-25,190.72,21.26,5.89,300,731.33
2022-03-26,199.69,21.11,5.5,302,744.83
2022-03-27,198.48,22.77,6.24,310,796.41
2022-03-28,204.36,20.97,7.96,317,799.21
2022-03-29,207.02,20.9,6.4,326,805.57
2022-03-30,202.43,22.63,6.96,323,845.46
2022-03-31,214.15,21.05,5.81,314,768.67
2022-04-01,203.61,22.07,4.45,315,777.1
2022-04-02,209.42,22.18,3.67,300,757.18
2022-04-03,204.72,22.24,2.9,307,766.31
2022-04-04,208.68,21.85,4.11,311,752.08
2022-04-05,212.25,21.91,2.47,294,763.23
2022-04-06,207.98,21.87,4.75,295,762.66
2022-04-07,209.13,22.49,5.93,302,824.94
2022-04-08,211.47,21.29,5.76,268,692.34
2022-04-09,206.87,22.31,5.4,276,738.67
2022-04-10,204.92,21.71,6.64,283,734.35
2022-04-11,200.9,21.99,7.05,289,725.58
2022-04-12,205.62,21.54,6.98,275,711.98
2022-04-13,193.71,21.4,6.7,283,720.97
2022-04-14,190.21,21.43,6.7,281,707.3
2022-04-15,192.3,21.94,4.0,292,726.7
2022-04-16,195.52,22.07,3.3,312,755.69
2022-04-17,184.12,21.91,2.66,293,691.54
2022-04-18,201.06,21.72,3.41,297,731.24
2022-04-19,189.4,22.1,3.47,302,746.97
2022-04-20,189.39,21.4,4.52,309,762.49
2022-04-21,190.14,22.07,5.11,309,794.66
2022-04-22,192.36,21.91,4.46,319,789.99
2022-04-23,201.28,21.88,5.02,318,787.08
2022-04-24,193.92,21.96,7.11,310,814.22
2022-04-25,195.1,21.82,7.02,318,817.45
2022-04-26,205.5,21.99,7.62,327,837.41
2022-04-27,195.97,21.44,6.83,314,749.48
2022-04-28,208.72,21.86,5.54,305,804.55
2022-04-29,206.81,21.44,4.97,309,760.84
2022-04-30,202.7,21.8,1.68,319,769.44
2022-05-01,200.51,21.57,4.25,310,777.02
2022-05-02,211.99,21.75,3.22,311,788.68
2022-05-03,212.0,22.28,5.0,306,789.25
2022-05-04,214.76,21.55,1.7,285,723.5
2022-05-05,211.75,22.48,5.38,315,807.38
2022-05-06,209.35,21.67,3.6,279,715.8
2022-05-07,206.75,20.41,6.82,290,730.22
2022-05-08,209.23,22.0,6.24,293,740.78
2022-05-09,207.73,20.45,7.46,279,735.71
2022-05-10,209.57,20.8,5.03,270,715.34
2022-05-11,197.41,21.22,7.24,277,716.95
2022-05-12,202.06,21.72,7.7,263,655.4
2022-05-13,201.66,21.63,3.97,272,686.43
2022-05-14,189.52,22.23,5.13,279,681.93
2022-05-15,190.75,21.89,3.26,277,695.09
2022-05-16,194.17,21.14,1.58,292,742.03
2022-05-17,188.95,21.22,4.12,291,699.09
2022-05-18,192.05,20.61,5.51,296,753.1
2022-05-19,198.64,21.92,3.93,302,734.32
2022-05-20,188.7,21.74,5.53,308,784.25
2022-05-21,196.41,21.68,4.64,298,753.24
2022-05-22,190.26,21.08,4.91,330,858.08
2022-05-23,198.03,20.36,7.1,323,819.78
2022-05-24,198.26,21.35,5.62,317,807.11
2022-05-25,198.36,21.25,4.25,312,770.28
2022-05-26,199.83,21.62,6.87,308,772.53
2022-05-27,205.55,21.64,6.58,329,829.19
2022-05-28,208.74,22.11,4.03,326,826.07
2022-05-29,202.56,21.43,3.44,314,818.88
2022-05-30,200.81,21.04,3.52,304,803.08
2022-05-31,210.84,20.94,2.91,317,795.84
2022-06-01,212.32,21.04,1.85,306,786.9
2022-06-02,206.92,21.0,4.44,305,764.29
2022-06-03,216.88,20.95,4.44,311,786.3
2022-06-04,216.77,20.58,6.81,295,767.78
2022-06-05,215.79,20.06,5.56,311,816.04
2022-06-06,213.82,21.33,5.2,281,705.9
2022-06-07,211.43,21.48,7.28,283,730.57
2022-06-08,203.71,20.39,7.72,291,769.04
2022-06-09,196.5,21.06,7.27,279,728.03
2022-06-10,195.41,20.7,3.89,276,678.72
2022-06-11,195.24,20.41,3.72,272,707.84
2022-06-12,205.05,21.31,3.05,284,714.17
2022-06-13,193.07,20.54,2.18,280,740.28
2022-06-14,196.59,20.58,3.41,301,771.16
2022-06-15,187.53,20.52,2.94,272,718.79
2022-06-16,198.49,21.01,3.63,276,678.92
2022-06-17,193.14,20.32,5.61,309,800.98
2022-06-18,182.48,20.85,7.01,309,789.67
2022-06-19,185.33,20.28,7.12,303,823.55
2022-06-20,189.68,20.91,7.59,307,801.43
2022-06-21,186.32,19.52,7.58,301,743.21
2022-06-22,195.15,22.05,7.78,325,811.26
2022-06-23,196.67,20.52,4.3,315,823.95
2022-06-24,196.09,21.11,7.16,322,804.9
2022-06-25,204.35,20.27,4.67,315,852.03
2022-06-26,195.04,20.7,2.02,318,826.84
2022-06-27,210.04,19.06,2.19,316,773.11
2022-06-28,210.53,19.77,2.01,323,837.9
2022-06-29,204.45,19.74,3.21,325,803.11
2022-06-30,208.54,20.06,5.38,307,770.53
2022-07-01,207.79,20.35,4.6,293,742.14
2022-07-02,204.9,19.63,5.27,308,783.43
2022-07-03,209.27,19.09,7.0,294,780.96
2022-07-04,194.72,20.39,7.55,302,800.52
2022-07-05,216.57,19.91,6.94,294,769.01
2022-07-06,197.62,19.68,6.65,301,804.33
2022-07-07,201.75,19.62,4.31,299,780.04
2022-07-08,204.61,20.12,5.26,283,736.03
2022-07-09,204.26,20.12,4.52,282,733.33
2022-07-10,201.83,19.3,4.05,270,703.33
2022-07-11,192.6,19.94,2.68,287,731.79
2022-07-12,190.84,19.62,2.51,281,688.81
